ID,name,Jee marks,school name,date of application,Father name,Mother name,EmailId,ContactNo,Gender,School completion date,City,CBSE marks
143,Gwen Samuel,320.552531299904,High school,3/16/2022,Gwen Samuel,Gwen Samuel,Gwen_Samuel9552@fuliss.net,1-428-271-0814,Female,9/30/2020,Lakewood,130.010629006666
144,Gabriel Murphy,-99.31336817905,University-preparatory school,3/16/2022,Gabriel Murphy,Gabriel Murphy,Gabriel_Murphy9716@irrepsy.com,3-633-562-8573,Male,10/7/2021,Tokyo,12.734250425703
145,Winnie Vangness,99.9965926716088,High school,3/24/2022,Winnie Vangness,Winnie Vangness,Winnie_Vangness5196@sheye.org,8-061-671-0756,Female,12/8/2021,Tokyo,28.8589739188827
146,Daron Addley,404.759137629885,Middle school,3/22/2022,Daron Addley,Daron Addley,Daron_Addley1533@hourpy.biz,0-003-204-5580,Male,4/21/2021,Washington,119.229323402154
147,Leroy Carter,17.4720374944024,Technical college,3/9/2022,Leroy Carter,Leroy Carter,Leroy_Carter5276@womeona.net,7-676-272-7155,Male,2/17/2021,Cincinnati,44.9364452366421
148,Aileen Sawyer,285.574627586442,Corporate university,4/14/2022,Aileen Sawyer,Aileen Sawyer,Aileen_Sawyer1388@kideod.biz,2-031-163-5607,Female,3/15/2022,Innsbruck,197.845159423
149,Samara Thornton,195.545938510236,Gymnasium,3/5/2022,Samara Thornton,Samara Thornton,Samara_Thornton2568@joiniaa.com,6-013-200-3536,Female,3/31/2022,Venice,2.14523007401509
150,Maria Morrow,464.657992251058,Gymnasium,3/27/2022,Maria Morrow,Maria Morrow,Maria_Morrow5090@mafthy.com,1-450-872-5614,Female,12/17/2021,Long Beach,-5.5987856563175
151,Sara Brooks,466.526724126901,University-preparatory school,3/6/2022,Sara Brooks,Sara Brooks,Sara_Brooks2658@sheye.org,3-074-721-8764,Female,6/23/2020,San Diego,154.033507245608
152,Daria Gardner,42.8598115080315,Gymnasium,3/25/2022,Daria Gardner,Daria Gardner,Daria_Gardner3824@hourpy.biz,7-331-105-3110,Female,6/25/2021,Kansas City,74.0145859494873
153,Mason Wilde,373.511344487551,Corporate university,4/11/2022,Mason Wilde,Mason Wilde,Mason_Wilde1864@cispeto.com,0-475-061-7083,Male,11/3/2020,Lancaster,34.6702459802247
154,Vanessa Whatson,186.163258159144,Junior college,4/1/2022,Vanessa Whatson,Vanessa Whatson,Vanessa_Whatson1403@atink.com,0-068-065-6184,Female,4/10/2022,Minneapolis,143.218462400706
155,John James,52.2919285582807,Junior college,4/18/2022,John James,John James,John_James7470@zorer.org,5-863-751-8784,Male,2/27/2022,Amarillo,73.1332415287072
156,Harry Niles,400.866209503201,University-preparatory school,4/7/2022,Harry Niles,Harry Niles,Harry_Niles856@twipet.com,3-318-017-0716,Male,12/20/2020,Scottsdale,71.502075017198
157,Maggie Ainsworth,-2.71693479209996,University-preparatory school,3/4/2022,Maggie Ainsworth,Maggie Ainsworth,Maggie_Ainsworth2483@elnee.tech,8-751-076-7203,Female,2/6/2021,Wien,61.4357824998143
158,Denny Roman,109.328611742858,Public university,3/13/2022,Denny Roman,Denny Roman,Denny_Roman3157@guentu.biz,8-567-566-0475,Male,7/16/2021,Indianapolis,149.589024955681
159,Oliver Townend,176.082850086541,Graduate school,3/22/2022,Oliver Townend,Oliver Townend,Oliver_Townend9693@bretoux.com,7-814-560-1733,Male,3/22/2022,Moreno Valley,2.50091271637981
160,Julius Wood,183.281378158034,Graduate school,3/9/2022,Julius Wood,Julius Wood,Julius_Wood3662@vetan.org,1-446-231-3035,Male,3/6/2021,Nashville,190.719297518357
161,Colleen Stewart,238.627236992413,University-preparatory school,3/24/2022,Colleen Stewart,Colleen Stewart,Colleen_Stewart348@irrepsy.com,0-371-348-0256,Female,3/30/2022,Lyon,117.671258795388
162,Christy Wood,373.589167762822,High school,4/17/2022,Christy Wood,Christy Wood,Christy_Wood4783@extex.org,8-084-350-2027,Female,3/14/2022,Murfreesboro,159.463667158719
163,Bob Irwin,319.879363599643,University college,3/31/2022,Bob Irwin,Bob Irwin,Bob_Irwin5701@iatim.tech,2-756-305-1382,Male,4/17/2020,Memphis,174.388560021477
164,George Pratt,233.458598374603,Middle school,3/17/2022,George Pratt,George Pratt,George_Pratt4623@nimogy.biz,8-465-525-4585,Male,4/8/2022,Laredo,129.795314607115
165,Clint Raven,25.0822530417155,Gymnasium,3/14/2022,Clint Raven,Clint Raven,Clint_Raven9162@deavo.com,4-823-131-3463,Male,2/6/2021,Boston,193.652143418627
166,Bristol Brock,208.163993770333,Gymnasium,3/13/2022,Bristol Brock,Bristol Brock,Bristol_Brock1421@infotech44.tech,3-621-168-0302,Female,10/25/2020,Stockton,142.701180409035
167,Owen Mcleod,498.496200123567,Technical college,3/19/2022,Owen Mcleod,Owen Mcleod,Owen_Mcleod7468@irrepsy.com,0-368-117-0728,Male,1/7/2022,Lisbon,137.47111695468
168,Candice Uttridge,4.31274753823539,Gymnasium,4/2/2022,Candice Uttridge,Candice Uttridge,Candice_Uttridge6387@kideod.biz,1-551-851-0526,Female,7/31/2021,San Diego,166.140257191444
169,Matthew Sanchez,60.5473939471633,University-preparatory school,3/10/2022,Matthew Sanchez,Matthew Sanchez,Matthew_Sanchez4330@eirey.tech,1-177-626-6675,Male,9/6/2020,Fremont,175.538559935306
170,Abdul Bayliss,242.696486995414,University college,3/16/2022,Abdul Bayliss,Abdul Bayliss,Abdul_Bayliss1718@liret.org,5-104-567-3770,Male,9/21/2020,Minneapolis,138.67618350949
171,Henry Dixon,46.4863339464582,University-preparatory school,3/31/2022,Henry Dixon,Henry Dixon,Henry_Dixon2408@yahoo.com,0-450-615-0674,Male,1/16/2021,Worcester,18.2646930880215
172,Kate Wade,141.158216018303,University college,4/16/2022,Kate Wade,Kate Wade,Kate_Wade5996@nimogy.biz,8-568-850-8765,Female,4/5/2022,Santa Ana,41.2898922489443
173,Matt Nobbs,226.015514409642,Public university,3/5/2022,Matt Nobbs,Matt Nobbs,Matt_Nobbs6570@mafthy.com,0-104-056-2642,Male,4/14/2020,Saint Paul,84.0821841024245
174,Rocco Dixon,498.680464092493,Corporate university,3/4/2022,Rocco Dixon,Rocco Dixon,Rocco_Dixon1787@naiker.biz,1-105-770-1208,Male,7/14/2020,Anaheim,191.674022607354
175,Maria Edley,446.768821540181,Graduate school,3/8/2022,Maria Edley,Maria Edley,Maria_Edley8632@sheye.org,3-460-187-2452,Female,8/13/2021,Berlin,6.54415364216275
176,Ellen Watson,93.9162301462685,Technical college,3/15/2022,Ellen Watson,Ellen Watson,Ellen_Watson4716@bretoux.com,1-325-046-4565,Female,11/9/2020,Amarillo,20.2953531953019
177,Martin Dillon,335.802079912649,Middle school,3/11/2022,Martin Dillon,Martin Dillon,Martin_Dillon6134@mafthy.com,6-021-431-1324,Male,12/26/2020,Washington,137.051813670924
178,Barney Henderson,480.685669327008,High school,4/1/2022,Barney Henderson,Barney Henderson,Barney_Henderson7079@sveldo.biz,5-818-004-3760,Male,10/26/2020,Madison,13.1879139138329
179,Maria Thatcher,39.4952479635809,Graduate school,3/5/2022,Maria Thatcher,Maria Thatcher,Maria_Thatcher8698@naiker.biz,2-617-813-8873,Female,8/8/2021,Worcester,32.2833569698424
180,Anais Griffiths,64.2397288280724,Corporate university,4/6/2022,Anais Griffiths,Anais Griffiths,Anais_Griffiths5053@dionrab.com,4-086-112-4101,Female,6/13/2021,Louisville,185.406528610925
181,Valerie Butler,403.456215861932,University college,3/20/2022,Valerie Butler,Valerie Butler,Valerie_Butler4876@naiker.biz,0-467-163-1435,Female,3/9/2022,Los Angeles,18.1745375451513
182,Mason Bryant,217.875850853918,Gymnasium,3/9/2022,Mason Bryant,Mason Bryant,Mason_Bryant2936@nanoff.biz,2-621-676-4706,Male,7/18/2021,Memphis,38.7202112650127
183,Carter Hardwick,30.1286441856663,University-preparatory school,4/15/2022,Carter Hardwick,Carter Hardwick,Carter_Hardwick2383@jiman.org,3-213-350-5705,Male,8/27/2020,Minneapolis,104.272541324269
184,Denis Flack,-9.75716432312371,Junior college,3/24/2022,Denis Flack,Denis Flack,Denis_Flack9200@typill.biz,4-573-541-0215,Male,6/1/2020,Rochester,146.033572254252
185,Janice Benfield,-93.5774112495489,Junior college,3/4/2022,Janice Benfield,Janice Benfield,Janice_Benfield4864@joiniaa.com,7-821-635-0314,Female,5/13/2020,Venice,103.465254017834
186,Jolene Clark,120.501779666404,High school,3/30/2022,Jolene Clark,Jolene Clark,Jolene_Clark5312@deons.tech,1-666-871-0556,Female,1/18/2021,Denver,1.0102609163198
187,Luna Long,208.474196088721,Public university,3/29/2022,Luna Long,Luna Long,Luna_Long190@gompie.com,4-803-224-3274,Female,1/10/2021,Pittsburgh,3.64727310587059
188,Aleksandra Styles,232.555882217156,High school,3/12/2022,Aleksandra Styles,Aleksandra Styles,Aleksandra_Styles879@sheye.org,8-502-624-3556,Female,8/8/2020,Memphis,163.609100693655
189,Nicholas Thompson,372.581742448538,Corporate university,3/18/2022,Nicholas Thompson,Nicholas Thompson,Nicholas_Thompson20@typill.biz,0-105-238-4515,Male,7/2/2021,New Orleans,12.1075315066183
190,Jackeline Weldon,-84.5416422460888,University-preparatory school,4/9/2022,Jackeline Weldon,Jackeline Weldon,Jackeline_Weldon8208@hourpy.biz,3-575-513-3722,Female,12/27/2021,St. Louis,11.9683734006101
191,Bob Callan,479.918975701518,Graduate school,3/6/2022,Bob Callan,Bob Callan,Bob_Callan9085@vetan.org,1-732-275-1216,Male,10/11/2021,Colorado Springs,193.638045544568
192,Leroy Gavin,413.290522523825,University-preparatory school,4/4/2022,Leroy Gavin,Leroy Gavin,Leroy_Gavin5657@liret.org,8-761-143-1368,Male,12/3/2021,Zurich,115.946058304955
193,Crystal Whinter,358.347324380813,High school,4/17/2022,Crystal Whinter,Crystal Whinter,Crystal_Whinter9127@twipet.com,5-687-403-5637,Female,3/11/2021,Atlanta,171.474970847589
194,Julian Mcneill,365.016943197705,Middle school,3/6/2022,Julian Mcneill,Julian Mcneill,Julian_Mcneill3686@muall.tech,4-432-088-1188,Male,2/19/2021,Milwaukee,20.9345973296718
195,Lindsay Reynolds,121.564517665917,Public university,4/14/2022,Lindsay Reynolds,Lindsay Reynolds,Lindsay_Reynolds7268@dionrab.com,3-362-700-5146,Female,7/7/2021,Fremont,120.802386009508
196,Barry Snow,366.724140385037,Graduate school,3/5/2022,Barry Snow,Barry Snow,Barry_Snow9797@twipet.com,7-374-860-6204,Male,5/11/2020,Portland,150.559114166796
197,Makenzie Simpson,153.846698946248,Junior college,3/28/2022,Makenzie Simpson,Makenzie Simpson,Makenzie_Simpson2414@hourpy.biz,4-128-861-3548,Female,11/8/2020,Rome,101.340216673603
198,Lana Mason,321.232621583265,Junior college,3/1/2022,Lana Mason,Lana Mason,Lana_Mason7301@atink.com,0-810-572-8852,Female,10/1/2021,Paris,151.841246844195
199,Domenic Judd,46.3862269853178,Corporate university,3/23/2022,Domenic Judd,Domenic Judd,Domenic_Judd7344@qater.org,0-838-505-7825,Male,12/17/2020,Fayetteville,45.8786917896376
200,Destiny Patel,60.7619641617695,University college,4/6/2022,Destiny Patel,Destiny Patel,Destiny_Patel7915@mafthy.com,0-271-032-3058,Female,9/1/2020,Tallahassee,33.4965310327227
201,Luke Dann,438.272251408674,University college,3/31/2022,Luke Dann,Luke Dann,Luke_Dann3128@ubusive.com,5-164-048-5577,Male,9/14/2020,Venice,117.853577154155
202,William Adler,410.171394402241,Public university,3/18/2022,William Adler,William Adler,William_Adler7242@fuliss.net,5-622-742-8335,Male,7/11/2020,Sacramento,2.5616229402654
203,Catherine Beal,374.285911078232,Public university,3/14/2022,Catherine Beal,Catherine Beal,Catherine_Beal67@twipet.com,1-872-182-6455,Female,7/11/2020,Lancaster,182.69319512448
204,Meredith Carson,-69.6278792184907,University college,4/14/2022,Meredith Carson,Meredith Carson,Meredith_Carson348@hourpy.biz,2-303-832-8622,Female,4/9/2020,Detroit,35.5608313631084
205,Michael Leslie,-23.2428320852308,Graduate school,4/11/2022,Michael Leslie,Michael Leslie,Michael_Leslie9259@yahoo.com,2-473-100-7328,Male,5/19/2021,London,20.2578109592469
206,Alba Adams,-10.7262880880042,Junior college,3/11/2022,Alba Adams,Alba Adams,Alba_Adams9320@iatim.tech,6-720-415-2573,Female,5/23/2021,Murfreesboro,95.80474764053
207,Vera Powell,359.968781181131,Junior college,3/17/2022,Vera Powell,Vera Powell,Vera_Powell7080@ovock.tech,6-361-121-2777,Female,12/14/2020,Sacramento,23.6468628014656
208,Christy Turner,439.121948029437,High school,3/3/2022,Christy Turner,Christy Turner,Christy_Turner6075@supunk.biz,3-876-673-8221,Female,9/18/2020,Nashville,97.7546355485705
209,Gabriel Blackburn,433.362713005563,Graduate school,3/27/2022,Gabriel Blackburn,Gabriel Blackburn,Gabriel_Blackburn9448@joiniaa.com,0-233-648-0622,Male,3/31/2021,Berna,75.6277928522917
210,Leroy Hogg,318.362116035708,Middle school,3/1/2022,Leroy Hogg,Leroy Hogg,Leroy_Hogg2871@extex.org,7-381-672-5834,Male,8/21/2021,Bucharest,188.863724947378
211,Estrella Dillon,462.153743616377,University college,3/28/2022,Estrella Dillon,Estrella Dillon,Estrella_Dillon9659@cispeto.com,7-323-852-6717,Female,6/30/2021,Omaha,24.6118003193344
212,Sadie Jones,-8.05424319070496,Graduate school,3/21/2022,Sadie Jones,Sadie Jones,Sadie_Jones7570@bulaffy.com,7-886-533-8762,Female,3/5/2022,San Jose,40.5423438532941
213,Gwenyth Harrington,170.044357917292,University-preparatory school,3/15/2022,Gwenyth Harrington,Gwenyth Harrington,Gwenyth_Harrington8068@naiker.biz,5-028-660-7511,Female,10/29/2021,Cincinnati,119.099602651363
214,Wade Speed,58.7533280345394,High school,3/27/2022,Wade Speed,Wade Speed,Wade_Speed1251@elnee.tech,3-085-852-0533,Male,12/20/2020,San Antonio,3.07688651284058
215,Jacob Clarkson,166.553115842656,Public university,4/11/2022,Jacob Clarkson,Jacob Clarkson,Jacob_Clarkson8668@brety.org,4-466-675-4434,Male,4/10/2022,Colorado Springs,77.8498490149387
216,Lexi Ianson,224.063680226944,Gymnasium,3/29/2022,Lexi Ianson,Lexi Ianson,Lexi_Ianson1413@deons.tech,8-657-451-5715,Female,7/22/2020,Los Angeles,75.9260589312418
217,Enoch Flett,397.483226882519,Graduate school,4/15/2022,Enoch Flett,Enoch Flett,Enoch_Flett3977@fuliss.net,3-335-638-1257,Male,12/15/2021,Salem,-3.87544754234862
218,Celina Allen,137.326610631927,University college,4/14/2022,Celina Allen,Celina Allen,Celina_Allen53@kideod.biz,3-411-171-1172,Female,8/20/2020,Detroit,120.5349504559
219,Lauren Verdon,334.817260872022,Junior college,3/1/2022,Lauren Verdon,Lauren Verdon,Lauren_Verdon1736@gmail.com,5-203-453-5507,Female,1/16/2022,Madrid,45.9206996890347
220,Nicole Hastings,254.713997394179,Graduate school,4/6/2022,Nicole Hastings,Nicole Hastings,Nicole_Hastings8088@gembat.biz,3-836-304-7330,Female,1/30/2021,New York,155.804645995053
221,Sydney Umney,413.432538813181,Technical college,4/2/2022,Sydney Umney,Sydney Umney,Sydney_Umney2576@corti.com,4-673-041-0173,Female,2/2/2022,Santa Ana,55.9051728862827
222,Chester Holt,13.4475811358763,University-preparatory school,3/5/2022,Chester Holt,Chester Holt,Chester_Holt6903@elnee.tech,0-085-154-8366,Male,10/5/2021,Tulsa,91.4878235824815
223,Shelby Dempsey,366.321513258536,Middle school,3/29/2022,Shelby Dempsey,Shelby Dempsey,Shelby_Dempsey4634@dionrab.com,3-342-482-7523,Female,11/20/2021,Stockton,20.1301906970936
224,Mason Crawley,-45.3345192621157,Junior college,3/16/2022,Mason Crawley,Mason Crawley,Mason_Crawley2450@gompie.com,8-853-220-7825,Male,11/16/2020,Lakewood,99.1235471522079
225,Mike Hunt,-88.601646796149,Middle school,3/17/2022,Mike Hunt,Mike Hunt,Mike_Hunt3416@hourpy.biz,2-363-510-3112,Male,8/15/2020,Innsbruck,182.347158708306
226,Carter Ingham,-98.2218023930778,Middle school,4/14/2022,Carter Ingham,Carter Ingham,Carter_Ingham5069@bulaffy.com,6-533-550-6771,Male,7/4/2020,Minneapolis,151.558759937789
227,Javier Whinter,258.90995713552,High school,3/17/2022,Javier Whinter,Javier Whinter,Javier_Whinter9738@hourpy.biz,4-514-466-6111,Male,3/14/2022,Memphis,79.0725826025347
228,Aiden Isaac,474.753940361903,Gymnasium,3/3/2022,Aiden Isaac,Aiden Isaac,Aiden_Isaac6264@guentu.biz,0-786-280-2050,Male,1/30/2021,Henderson,33.4548183216037
229,Emerald Fenton,-37.6699652730813,Middle school,4/4/2022,Emerald Fenton,Emerald Fenton,Emerald_Fenton2437@famism.biz,4-520-681-2821,Female,9/3/2020,Houston,142.412304909626
230,Luke Slater,459.133193192134,University-preparatory school,4/4/2022,Luke Slater,Luke Slater,Luke_Slater4849@kideod.biz,7-754-618-4508,Male,2/23/2021,Detroit,18.1457573311151
231,Alexander Grant,414.640068019573,High school,4/1/2022,Alexander Grant,Alexander Grant,Alexander_Grant3392@gompie.com,5-473-158-2372,Male,1/2/2021,San Diego,172.814125932201
232,Lorraine Stuart,381.612017124711,Corporate university,4/17/2022,Lorraine Stuart,Lorraine Stuart,Lorraine_Stuart544@jiman.org,4-243-051-4278,Female,12/6/2021,Kansas City,85.1548346770717
233,Raquel Durrant,228.168051408216,Middle school,4/2/2022,Raquel Durrant,Raquel Durrant,Raquel_Durrant6387@liret.org,0-257-380-2733,Female,2/28/2022,Lisbon,106.489700854984
234,Daron Beal,200.527842316091,Junior college,4/8/2022,Daron Beal,Daron Beal,Daron_Beal4299@muall.tech,2-557-327-7511,Male,9/4/2020,Phoenix,82.6812153852923
235,Rosalee Rixon,426.934766004297,Middle school,4/10/2022,Rosalee Rixon,Rosalee Rixon,Rosalee_Rixon6481@qater.org,7-361-726-2616,Female,7/14/2021,Kansas City,103.165240403807
236,Stephanie Mooney,51.6634820702781,Technical college,4/8/2022,Stephanie Mooney,Stephanie Mooney,Stephanie_Mooney1820@eirey.tech,1-823-741-7201,Female,3/20/2022,San Bernardino,85.5405140745177
237,Liv Griffiths,-70.9215363561742,Middle school,3/9/2022,Liv Griffiths,Liv Griffiths,Liv_Griffiths6232@extex.org,6-584-036-7606,Female,6/20/2021,Madrid,160.527074754018
238,Sonya Cox,94.253669162399,High school,4/12/2022,Sonya Cox,Sonya Cox,Sonya_Cox5013@mafthy.com,6-604-306-6815,Female,12/16/2021,Orlando,72.889542965167
239,Shelby Mcneill,372.758062729965,University college,3/12/2022,Shelby Mcneill,Shelby Mcneill,Shelby_Mcneill1497@cispeto.com,1-238-151-3250,Female,9/10/2021,Fullerton,11.4104867761072
240,Norah Fox,418.828571806582,Middle school,4/13/2022,Norah Fox,Norah Fox,Norah_Fox2995@ovock.tech,5-654-432-3720,Female,4/8/2020,Richmond,62.7462819752965
241,Johnathan Collingwood,148.702651809297,Graduate school,3/20/2022,Johnathan Collingwood,Johnathan Collingwood,Johnathan_Collingwood3268@twipet.com,2-864-701-6056,Male,1/28/2021,Stockton,41.8100810422609
242,Vera Ashwell,232.256973175452,Corporate university,3/17/2022,Vera Ashwell,Vera Ashwell,Vera_Ashwell8098@womeona.net,1-406-532-0805,Female,6/24/2020,New York,27.5477798416036
243,Luna Weasley,37.7747603346476,Corporate university,3/22/2022,Luna Weasley,Luna Weasley,Luna_Weasley1757@extex.org,6-204-830-5471,Female,5/14/2020,Salem,130.326368787012
244,Greta Garner,98.9967853464171,University college,3/16/2022,Greta Garner,Greta Garner,Greta_Garner9209@nickia.com,4-708-304-1575,Female,7/6/2021,Glendale,14.9934898246981
245,Daniel Mullins,-2.95439690908156,Middle school,4/16/2022,Daniel Mullins,Daniel Mullins,Daniel_Mullins839@sveldo.biz,3-516-000-3364,Male,7/20/2020,Dallas,198.145781923619
246,Eve Butler,343.763661303913,Graduate school,4/2/2022,Eve Butler,Eve Butler,Eve_Butler9247@vetan.org,4-561-336-5177,Female,2/22/2021,Oakland,113.228182163196
247,Leslie Eaton,287.320234975927,Junior college,4/12/2022,Leslie Eaton,Leslie Eaton,Leslie_Eaton75@jiman.org,7-418-031-0282,Female,7/28/2021,Nashville,150.63986420894
248,Camden Boden,182.722531869413,Public university,4/15/2022,Camden Boden,Camden Boden,Camden_Boden80@ubusive.com,2-148-024-3554,Female,4/9/2021,St. Louis,116.556780222597
249,Oliver Haines,324.0692229234,University college,3/2/2022,Oliver Haines,Oliver Haines,Oliver_Haines9767@twace.org,4-250-711-4072,Male,9/30/2021,Bellevue,85.923577005008
250,Domenic Taylor,441.717993277459,University college,3/22/2022,Domenic Taylor,Domenic Taylor,Domenic_Taylor8871@mafthy.com,2-538-674-6710,Male,11/12/2020,Seattle,72.0537564931688
251,Peter Page ,411.739705725917,University-preparatory school,3/19/2022,Peter Page ,Peter Page ,Peter_Page 6562@bulaffy.com,4-120-326-5056,Male,3/12/2022,Berna,185.470193492933
252,Alexander Robe,282.106995073197,Gymnasium,4/8/2022,Alexander Robe,Alexander Robe,Alexander_Robe9475@atink.com,2-225-301-2657,Male,7/17/2021,Valetta,-2.22910859446465
253,Juliette Tutton,240.069561100597,University-preparatory school,3/24/2022,Juliette Tutton,Juliette Tutton,Juliette_Tutton6085@liret.org,2-143-766-0425,Female,2/20/2021,London,153.879906702731
254,Chad Eaton,184.680733596757,University-preparatory school,4/2/2022,Chad Eaton,Chad Eaton,Chad_Eaton9615@twace.org,6-034-712-3260,Male,9/21/2020,Lisbon,80.4691113915616
255,Daron Benfield,96.7956563116962,High school,4/3/2022,Daron Benfield,Daron Benfield,Daron_Benfield4788@iatim.tech,0-518-605-2703,Male,7/4/2021,Philadelphia,52.525740246999
256,Carol Ingham,32.822974552318,Gymnasium,4/6/2022,Carol Ingham,Carol Ingham,Carol_Ingham3734@ubusive.com,2-608-617-3141,Female,8/27/2021,Seattle,94.4437087627331
257,Johnathan Jeffery,79.9640565751884,Technical college,3/17/2022,Johnathan Jeffery,Johnathan Jeffery,Johnathan_Jeffery4030@zorer.org,1-461-854-5108,Male,9/26/2021,New York,172.02860441293
258,Elijah Atkinson,167.629557252689,University college,3/22/2022,Elijah Atkinson,Elijah Atkinson,Elijah_Atkinson8181@typill.biz,3-650-187-1188,Male,2/13/2022,Miami,132.807636097915
259,Cara Wilkinson,-7.34041926234049,Technical college,3/2/2022,Cara Wilkinson,Cara Wilkinson,Cara_Wilkinson5226@famism.biz,2-214-614-6506,Female,12/10/2020,Glendale,74.8712691682723
260,Boris Randall,152.660974109387,University-preparatory school,3/28/2022,Boris Randall,Boris Randall,Boris_Randall8596@twipet.com,6-575-062-4388,Male,11/8/2020,San Francisco,23.4923510060144
261,Percy Evans,448.30840081084,High school,4/13/2022,Percy Evans,Percy Evans,Percy_Evans2099@fuliss.net,5-670-245-3748,Male,8/6/2021,Boston,72.7396517762633
262,Penny Lee,259.173272464505,Public university,4/3/2022,Penny Lee,Penny Lee,Penny_Lee1834@eirey.tech,3-283-443-6367,Female,9/17/2021,Rome,75.7642574644481
263,Phillip Fulton,282.664274814382,Gymnasium,3/6/2022,Phillip Fulton,Phillip Fulton,Phillip_Fulton9190@deavo.com,1-524-163-7575,Male,1/12/2022,Venice,185.43285941539
264,Caleb Stewart,417.582006340186,Gymnasium,3/29/2022,Caleb Stewart,Caleb Stewart,Caleb_Stewart8358@cispeto.com,1-385-036-8415,Male,5/5/2021,Denver,197.230676320023
265,Aileen Shaw,436.186884509021,Corporate university,4/7/2022,Aileen Shaw,Aileen Shaw,Aileen_Shaw4295@extex.org,3-724-878-8428,Female,2/2/2022,Omaha,186.821933392818
266,Ivette Varndell,-13.4920800619256,Gymnasium,3/26/2022,Ivette Varndell,Ivette Varndell,Ivette_Varndell6831@sveldo.biz,2-112-224-0720,Female,2/14/2021,Tallahassee,122.439973215777
267,Phillip Pond,77.5502253894462,Junior college,4/2/2022,Phillip Pond,Phillip Pond,Phillip_Pond837@nanoff.biz,5-715-666-8008,Male,2/1/2022,Atlanta,130.530509482385
268,Penelope Walton,213.45054512166,Technical college,4/10/2022,Penelope Walton,Penelope Walton,Penelope_Walton4730@extex.org,5-703-823-4256,Female,6/26/2020,Rochester,157.947206004498
269,Hayden Ward,238.068456766693,High school,3/14/2022,Hayden Ward,Hayden Ward,Hayden_Ward1637@muall.tech,2-502-178-4411,Male,2/11/2022,Otawa,129.420638799863
270,Alexa Bayliss,15.1155789038705,University college,3/12/2022,Alexa Bayliss,Alexa Bayliss,Alexa_Bayliss5552@liret.org,5-083-603-6523,Female,7/16/2020,Irving,56.8651050417056
271,Rosalyn Buckley,358.430799636725,Technical college,3/21/2022,Rosalyn Buckley,Rosalyn Buckley,Rosalyn_Buckley8397@jiman.org,6-885-188-6328,Female,6/29/2020,Valetta,-5.41794015719459
272,Johnny Locke,226.766800987891,Public university,3/16/2022,Johnny Locke,Johnny Locke,Johnny_Locke1064@bauros.biz,7-605-521-3665,Male,10/4/2021,Tulsa,69.3630354545838
273,Owen Jackson,209.939153053304,Gymnasium,3/18/2022,Owen Jackson,Owen Jackson,Owen_Jackson4267@twace.org,3-241-102-5725,Male,7/9/2021,Jersey City,63.6662974090624
274,Juliette Jobson,237.115220738629,University-preparatory school,3/11/2022,Juliette Jobson,Juliette Jobson,Juliette_Jobson918@grannar.com,4-251-223-4427,Female,10/12/2020,Boston,124.542895426295
275,Jocelyn Victor,169.657942560342,Graduate school,4/3/2022,Jocelyn Victor,Jocelyn Victor,Jocelyn_Victor377@deavo.com,3-660-504-0577,Female,10/8/2021,Ontario,0.312339930474916
276,Chuck Vallory,18.3366346803199,Junior college,4/10/2022,Chuck Vallory,Chuck Vallory,Chuck_Vallory8230@bauros.biz,5-443-748-7765,Male,4/29/2020,Las Vegas,192.3809682561
277,Logan Irving,3.72754181117171,University college,3/26/2022,Logan Irving,Logan Irving,Logan_Irving1218@nimogy.biz,4-601-512-5611,Male,8/8/2020,Charlotte,24.117317173219
278,Juliet Clifford,201.172368592197,Public university,3/16/2022,Juliet Clifford,Juliet Clifford,Juliet_Clifford1349@sveldo.biz,0-681-182-4463,Female,8/16/2020,Zurich,179.367282896474
279,Esmeralda Jackson,3.84140402630037,Junior college,3/13/2022,Esmeralda Jackson,Esmeralda Jackson,Esmeralda_Jackson4031@corti.com,2-501-612-4266,Female,9/29/2020,San Antonio,169.324979539181
280,Isabella Callan,298.464646306105,Graduate school,3/28/2022,Isabella Callan,Isabella Callan,Isabella_Callan91@famism.biz,1-010-811-3703,Female,11/3/2021,Minneapolis,131.942571715425
281,Jaylene Willis,469.612300483329,Graduate school,4/17/2022,Jaylene Willis,Jaylene Willis,Jaylene_Willis204@gmail.com,5-154-404-5153,Female,12/15/2020,Atlanta,59.6296595114421
282,Camden Windsor,433.73644235811,Middle school,3/8/2022,Camden Windsor,Camden Windsor,Camden_Windsor6153@supunk.biz,2-766-813-4870,Female,4/8/2021,Ontario,117.08873853045
283,Allison Oswald,23.181068054019,University college,3/16/2022,Allison Oswald,Allison Oswald,Allison_Oswald4143@typill.biz,5-421-657-7607,Female,2/28/2022,Detroit,136.541852257932
284,Bart Umney,239.921907349453,High school,3/30/2022,Bart Umney,Bart Umney,Bart_Umney2397@deons.tech,1-403-226-7826,Male,4/7/2022,Milwaukee,80.9321422245969
285,Catherine Thomson,433.769809123487,High school,4/17/2022,Catherine Thomson,Catherine Thomson,Catherine_Thomson610@deavo.com,2-486-276-8118,Female,10/4/2020,Memphis,178.325009213912
286,Carla Burnley,12.4457217298661,Junior college,3/30/2022,Carla Burnley,Carla Burnley,Carla_Burnley9607@eirey.tech,6-854-708-5324,Female,2/14/2022,Chicago,25.390037134937
